Type,Title,Price,Location,Land Area,Bedroom,Bathroom,Car Space,Floor Level,Floor Area,Facing,Agency,Status,Status1,Status2,Status3
Shophouse,Shop House For Sale,"$126,000"," Tuek Thla, Sen Sok, Phnom Penh",72m²,NaN,NaN,1,NaN,64m²,NaN,Borey For Sale,For sale
Land,"1500 Sqm Land For Sale - Svay Dangkum, Siem Reap","$750,000"," Svay Dankum, Siem Reap, Siem Reap",1500m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Studio,"Studio Condo For Sale - Rose Apple Square, Siem Reap","$75,000","Market Area Night, Svay Dankum, Siem Reap, Siem Reap",6000m²,1,1,NaN,2,32m²,NaN,IPS Cambodia,For sale
Apartment,Apartment for Rent,$300,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",NaN,1,1,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Apartment,"8 Unit Apartment For Sale - Sala Kamreuk, Siem Reap","$240,000"," Sala Kamraeuk, Siem Reap, Siem Reap",204m²,8,8,NaN,NaN,104m²,NaN,IPS Cambodia,For sale
Condo,"1 Bedroom Condo For Sale - Vista Condo, Russey Keo, Phnom Penh","$90,000"," Tuol Sangke, Russey Keo, Phnom Penh",67m²,1,1,NaN,13,67m²,NaN,IPS Cambodia,For sale
Land,"4981 Sqm Residential Land For Sale - Svay Dangkum, Siem Reap",$550/m²," Svay Dankum, Siem Reap, Siem Reap",4981m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia
Land,"16000 Sqm Residential Land For Sale - Svay Dangkum, Siem Reap","$3,200,000"," Svay Dankum, Siem Reap, Siem Reap",16000m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Apartment For Sale - BKK3, Phnom Penh","$165,000"," BKK 3, Chamkarmon, Phnom Penh",NaN,2,2,NaN,7,70m²,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom For Sale in Embassy Central - BKK 1, Phnom Penh","$370,000"," BKK 1, Chamkarmon, Phnom Penh",103m²,2,2,NaN,10,103m²,NaN,IPS Cambodia,For sale
Villa,"4 Bedroom Villa For Sale - Toul Kork, Phnom Penh","$900,000"," Boeung Kak 1, Toul Kork, Phnom Penh",190m²,4,4,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"3186 Sqm Residential Land For Sale - Sambour, Siem Reap","$477,900"," Sangkat Sambuor, Siem Reap, Siem Reap",3186m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Apartment,"1 Bed Studio Apartment For Sale - PS Crystal, Phnom Penh","$64,000"," Boeung Tumpun, Meanchey, Phnom Penh",49m²,1,1,NaN,5,49m²,NaN,IPS Cambodia,For sale
Villa,"5 Bedroom Villa For Sale - Camko City, Phnom Penh","$390,000"," Boeung Kak 1, Toul Kork, Phnom Penh",120m²,5,5,NaN,2,NaN,NaN,IPS Cambodia,For sale
Shophouse,"2 Bedroom Shophouse For Sale - Phsar Chas, Phnom Penh","$440,000"," Phsar Chas, Daun Penh, Phnom Penh",72m²,2,1,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Shophouse,"2 Bedroom Shophouse For Sale - Daun Penh, Phnom Penh","$455,000"," Phsar Thmei II, Daun Penh, Phnom Penh",NaN,2,3,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Shophouse,"74 Sqm Shophouse For Sale - Mittapheap, Phnom Penh","$520,000"," Mittapheap, 7 Makara, Phnom Penh",90m²,3,2,NaN,NaN,74m²,NaN,IPS Cambodia,For sale
House,"64 Sqm Commercial House For Sale - Phsar Thmei 3, Phnom Penh","$380,000"," Phsar Thmei III, Daun Penh, Phnom Penh",64m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
House,"2 Bedroom House For Sale - Chreav, Siem Reap","$45,000"," Chreav, Siem Reap, Siem Reap",150m²,2,1,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
House,"1 Bedroom House For Sale - Chreav, Siem Reap","$46,000"," Chreav, Siem Reap, Siem Reap",175m²,1,1,NaN,NaN,45m²,NaN,IPS Cambodia,For sale
House,"2 Bedroom House For Sale - Chreav, Siem Reap","$45,000"," Chreav, Siem Reap, Siem Reap",100m²,2,1,NaN,NaN,56m²,NaN,IPS Cambodia,For sale
Land,"147 Sqm Residential Land For Sale - Chreav, Siem Reap","$15,000"," Chreav, Siem Reap, Siem Reap",147m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"2589 Sqm Commercial Land For Sale - Svay Dangkum, Siem Reap","$310,680"," Svay Dankum, Siem Reap, Siem Reap",2589m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Flat House,"2 Bedroom Flat House For Sale - Phsar Kandal 2, Phnom Penh","$85,000"," Phsar Kandal II, Daun Penh, Phnom Penh",NaN,2,1,NaN,NaN,100m²,NaN,IPS Cambodia,For sale
Villa,"Vann Molyvann Historical Estate For Sale - Along Mao Tse Tong BLVD, Phnom Penh","$6,500,000"," Toul Svay Prey 1, Chamkarmon, Phnom Penh",924m²,4,5,NaN,2,768m²,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Condo For Sale - Embassy Central, BKK1, Phnom Penh","$268,000"," BKK 1, Chamkarmon, Phnom Penh",112m²,2,2,NaN,7,81m²,NaN,IPS Cambodia,For sale
Flat,"Commercial Flat For Sale - Along Monivong Blvd., Phnom Penh","$850,000"," BKK 2, Chamkarmon, Phnom Penh",56m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Condo,Condo 2 Bedrooms for Sale in Chamkamorn,"$260,000","BKK 1, Chamkarmon, Phnom Penh",NaN,2,2,1,9,120m²,NaN,"TownCity Real Estate Co.,Ltd",For sale
Condo,Condo for Sale in Boeung Keng Kang 1 ,"$150,000","BKK 1, Chamkarmon, Phnom Penh",NaN,1,1,1,14,75m²,NaN,"TownCity Real Estate Co.,Ltd",For sale
Shophouse,Shophouse for rent and sale,"$270,000","Nirouth, Chbar Ampov, Phnom Penh",NaN,5,4,2,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Villa,"3 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$270,000"," Svay Dankum, Siem Reap, Siem Reap",353m²,3,3,NaN,NaN,274m²,NaN,IPS Cambodia,For sale
Villa,"3 Bedroom Villa For Sale - Sra Ngae, Siem Reap","$260,000"," Siem Reap, Siem Reap, Siem Reap",275m²,3,4,NaN,1,105m²,NaN,IPS Cambodia,For sale
Villa,"2 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$150,000"," Svay Dankum, Siem Reap, Siem Reap",NaN,2,1,NaN,NaN,64m²,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Apartment For Sale - Phsar Thmei, Phnom Penh","$119,000"," Phsar Thmei II, Daun Penh, Phnom Penh",NaN,2,1,NaN,4,111m²,NaN,IPS Cambodia,For sale
Apartment,Apartment for Sale,"$820,000","Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
House,"5 Bedroom House For Sale - Svay Dangkum, Siem Reap","$195,000"," Svay Dankum, Siem Reap, Siem Reap",160m²,5,5,NaN,3,72m²,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom Condo Unit For Sale - Kakab, Phnom Penh","$220,000"," Kakap, Por Sen Chey, Phnom Penh",NaN,2,2,NaN,NaN,95m²,NaN,IPS Cambodia,For sale
Villa,"4 Bedroom Villa For Sale - Prek Eng, Phnom Penh","$295,000"," Preaek Aeng, Chbar Ampov, Phnom Penh",243m²,4,4,NaN,2,270m²,NaN,IPS Cambodia,For sale
Land,"4300 Sqm Commercial Land For Sale - Sala Kamreuk, Siem Reap","$1,247,000"," Sala Kamraeuk, Siem Reap, Siem Reap",4300m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"180 Sqm Residential Land For Sale - Sambour, Siem Reap","$31,000"," Sangkat Sambuor, Siem Reap, Siem Reap",180m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"1163 Sqm Residential Land For Sale - Sra Ngae, Siem Reap","$523,350"," Srangae, Siem Reap, Siem Reap",1163m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Condo,"3 Bedroom Condominium For Sale - Hun Sen Blvd, Phnom Penh","$198,608"," Chak Angrae Kraom, Meanchey, Phnom Penh",NaN,3,3,NaN,NaN,113m²,NaN,IPS Cambodia,For sale
Villa,"3 Bedroom Villa For Sale - Chamkarmorn, Phnom Penh","$750,000"," Tonle Bassac, Chamkarmon, Phnom Penh",221m²,3,5,NaN,NaN,221m²,NaN,IPS Cambodia,For sale
Land,DABEST PROPERTIES: Land for Sale in​ Krong Siem Reap-Sangkat Chreav ,"$651,655","Chreav, Siem Reap, Siem Reap",2209m²,NaN,NaN,NaN,NaN,NaN,NaN,"DaBest Properties Cambodia Co., Ltd",For sale
Villa,Villa Queen for Sale in Borey Peng Huoth Boeung Snoa,"$2,450,000","Nirouth, Chbar Ampov, Phnom Penh",NaN,7,8,NaN,NaN,NaN,S,"TownCity Real Estate Co.,Ltd",For sale
Villa,"3 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$700,000"," Svay Dankum, Siem Reap, Siem Reap",541m²,3,4,NaN,2,160m²,NaN,IPS Cambodia,For sale
Condo,2 Bedroom For Sale in Mekong View Tower 1- Phnom Penh,"$75,000"," Russey Keo, Russey Keo, Phnom Penh",100m²,2,2,NaN,10,NaN,NaN,IPS Cambodia,For sale
House,"5 Bedroom House For Sale - Wat Svay, Siem Reap","$160,000"," Sala Kamraeuk, Siem Reap, Siem Reap",244m²,5,4,NaN,1,NaN,NaN,IPS Cambodia,For sale
Villa,DAKA KUN REALTY: Villa for Sale in Siem Reap-Svay Dangkum,"$198,000","Svay Dankum, Siem Reap, Siem Reap",NaN,3,3,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale,Price Negotiable
Condo,"3 Bedroom Condo For Sale - Rose Condo, Phnom Penh","$291,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,3,3,NaN,22,NaN,NaN,IPS Cambodia,For sale
House,DABEST PROPERTIES: House for Sale in Siem Reap-Sala Kamraeuk,"$70,000","Sala Kamraeuk, Siem Reap, Siem Reap",NaN,1,2,NaN,NaN,NaN,NaN,"DaBest Properties Cambodia Co., Ltd",For sale
Apartment,Two bedroom apartment for rent,$500,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Studio,"19th Floor-Studio For Sale - Golden One, BKK3, Phnom Penh","$90,000"," BKK 3, Chamkarmon, Phnom Penh",35m²,1,1,NaN,19,35m²,NaN,IPS Cambodia,For sale
Condo,Condo for sale at Aeon3 Supermarket,"$80,000","Chak Angrae Kraom, Meanchey, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Villa,DABEST PROPERTIES: Modern Villa for Sale in Siem Reap-Svay Dangkum,"$550,000","Properties Dabest, Svay Dankum, Siem Reap, Siem Reap",1484m²,3,3,NaN,NaN,NaN,NaN,"DaBest Properties Cambodia Co., Ltd",For sale
Flat House,"4 Bedroom Flat House For Sale - Tumnup Teuk, Phnom Penh","$350,000"," Tumnob Tuek, Chamkarmon, Phnom Penh",NaN,4,5,NaN,3,NaN,NaN,IPS Cambodia,For sale
Villa,"4 Bedroom Villa For Sale - Borei Somadevi Angkor, Chreav, Siem Reap","$250,000"," Chreav, Siem Reap, Siem Reap",194m²,4,6,NaN,2,72m²,NaN,IPS Cambodia,For sale
Land,"2400 Sqm Land For Sale - Svay Dangkum, Siem Reap","$1,680,000"," Svay Dankum, Siem Reap, Siem Reap",2400m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"1154 Sqm Land For Sale - Chreav, Siem Reap","$286,000"," Chreav, Siem Reap, Siem Reap",1154m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Residential Property,DAKA KUN REALTY: House for Sale in Siem Reap city-Chreav,"$37,000","Chreav, Siem Reap, Siem Reap",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,For sale
Villa,"5 Bedroom Villa For Sale - Sala Kamruek, Siem Reap",$550/m²," Sala Kamraeuk, Siem Reap, Siem Reap",3500m²,5,4,NaN,1,NaN,NaN,IPS Cambodia
Condo,"2 Bedroom Condo For Sale - Urban Village, Phnom Penh","$190,000"," Chak Angrae Kraom, Meanchey, Phnom Penh",83m²,2,2,NaN,11,83m²,NaN,IPS Cambodia,For sale
Land,"1542 Sqm Land For Sale - Sala Kamreuk, Siem Reap","$1,542,000"," Sala Kamraeuk, Siem Reap, Siem Reap",1542m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
House,DAKA KUN REALTY: House for Sale in Siem Reap city-Chreav,"$37,000","Chreav, Siem Reap, Siem Reap",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
House,DAKA KUN REALTY: House for Sale in Siem Reap city-Sala Kamreuk,"$350,000","Sala Kamraeuk, Siem Reap, Siem Reap",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
House,DAKA KUN REALTY: House for Sale in Siem Reap city-Sambuor,"$150,000","Sangkat Sambuor, Siem Reap, Siem Reap",NaN,2,3,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale,Price Negotiable
Condo,"3 Bedroom Condo For Sale - Tonle Bassac, Phnom Penh","$295,000"," Tonle Bassac, Chamkarmon, Phnom Penh",80m²,3,2,NaN,25,80m²,NaN,IPS Cambodia,For sale
Condo,New project for sale at Chrong chongva Areas,"$65,000","Chroy Changvar, Chroy Changvar, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Condo,"3 Bedroom Condo For Sale - The Bridge, Tonle Bassac, Phnom Penh","$280,000"," Tonle Bassac, Chamkarmon, Phnom Penh",75m²,3,2,NaN,25,75m²,NaN,IPS Cambodia,For sale
Apartment,"120 Sqm Duplex Space For Sale - Street 178, Daun Penh, Phnom Penh","$280,000"," Chey Chumneah, Daun Penh, Phnom Penh",120m²,1,1,NaN,2,120m²,NaN,IPS Cambodia,For sale
Condo,Best Condo For Sale,"$145,000","Tuek Thla, Sen Sok, Phnom Penh",NaN,2,2,1,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Condo,"3 Bedroom Condo For Sale - Rose Condo, Phnom Penh","$350,000"," Tonle Bassac, Chamkarmon, Phnom Penh",159m²,3,3,NaN,26,NaN,NaN,IPS Cambodia,For sale
Apartment,"15 Unit Apartment Complex For Sale - Svay Dangkum, Siem Reap","$480,000"," Svay Dankum, Siem Reap, Siem Reap",367m²,15,16,NaN,2,240m²,NaN,IPS Cambodia,For sale
Land,DABEST PROPERTIES: Urgent Land for Sale in​ Krong Siem Reap-Svay Dangkum,"$65,000","Svay Dankum, Siem Reap, Siem Reap",168m²,NaN,NaN,NaN,NaN,NaN,NaN,"DaBest Properties Cambodia Co., Ltd",For sale
Condo,"3 Bedroom Condo For Sale - Boeung Tumpun, Phnom Penh","$156,000"," Boeung Tumpun, Meanchey, Phnom Penh",NaN,3,2,NaN,13,109m²,NaN,IPS Cambodia,For sale
Villa,TS - 729 - Villa for Sale in Por Sen Chey area,"$2,800,000"," Boeung Thum, Por Sen Chey, Phnom Penh",NaN,6,8,1,NaN,708m²,NaN,T'S HOME Real Estate,For sale
Villa,"TS - 727 - Villa for Sale in Street 2004, Sen Sok area","$320,000"," Tuek Thla, Sen Sok, Phnom Penh",NaN,4,5,1,NaN,72m²,NaN,T'S HOME Real Estate,For sale
Villa,"TS - 726 - Villa for Sale in Street 2004, Sen Sok area","$400,000"," Tuek Thla, Sen Sok, Phnom Penh",NaN,4,6,1,NaN,72m²,NaN,T'S HOME Real Estate,For sale
Villa,"TS - 725 - Villa for Sale in Street 2004, Sen Sok area","$410,000"," Tuek Thla, Sen Sok, Phnom Penh",NaN,4,6,1,NaN,72m²,NaN,T'S HOME Real Estate,For sale
Villa,Holiday villa with private pool for sales at KEP Province,"$475,000"," Pong Tuek, Damnak Chang'aeur, Kep",NaN,3,4,NaN,NaN,976m²,NaN,CENTURY 21 REGENT REALTY,For sale
Land,"286 Sqm Land For Sale - Sala Kamreuk, Siem Reap","$185,000"," Sala Kamraeuk, Siem Reap, Siem Reap",286m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Condo,One bedroom for sale in BKK1,"$120,000","BKK 1, Chamkarmon, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Twin Villa,Twin villa for rent at chbar ampov,"$210,000"," Nirouth, Chbar Ampov, Phnom Penh",100m²,4,5,NaN,NaN,60m²,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Twin Villa,Twin villa for sale at PH,"$305,000"," Nirouth, Chbar Ampov, Phnom Penh",176m²,4,5,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale
Apartment,"2 Bedroom Penthouse Apartment For Sale - BKK1, Phnom Penh","$280,000"," BKK 1, Chamkarmon, Phnom Penh",NaN,2,2,NaN,2,156m²,NaN,IPS Cambodia,For sale
Apartment,"1 Bedroom Apartment For Sale - Khan 7 Makara, Phnom Penh","$90,000"," Ou Ruessei 3, 7 Makara, Phnom Penh",NaN,1,1,NaN,NaN,80m²,NaN,IPS Cambodia,For sale
Flat,"2 Bedroom Flat For Sale - Boeung Prolit, Khan 7 Makara, Phnom Penh","$110,000"," Boeung Prolit, 7 Makara, Phnom Penh",NaN,2,2,NaN,3,72m²,NaN,IPS Cambodia,For sale
House,"3 Bedroom House For Sale - Kandaek, Bakong District, Siem Reap","$145,000"," Kandaek, Prasat Bakong, Siem Reap",160m²,3,3,NaN,1,120m²,NaN,IPS Cambodia,For sale
Land,"2,647 Sqm Land For Sale - Bakong District, Siem Reap","$158,820"," Bakong, Prasat Bakong, Siem Reap",2647m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,DABEST PROPERTIES: Land for Sale in​ Krong Siem Reap-Svay Dangkum,"$66,880","Svay Dankum, Siem Reap, Siem Reap",418m²,NaN,NaN,NaN,NaN,NaN,NaN,"DaBest Properties Cambodia Co., Ltd",For sale
Flat House,"DABEST PROPERTIES: Linked House for Sale in Phnom Penh-Tonle Bassac, Rose Garden","$600,000","Tonle Bassac, Chamkarmon, Phnom Penh",125m²,4,5,1,NaN,NaN,NaN,"DaBest Properties Cambodia Co., Ltd",For sale
Land,Invest in one the biggest development areas in Kampot ,"$145,000"," Chum Kriel, Tuek Chhou, Kampot",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Atera Property CO., LTD.",For sale
House,DAKA KUN REALTY: House for Sale in Siem Reap city-Sala Kamreuk,"$70,000","Sala Kamraeuk, Siem Reap, Siem Reap",NaN,1,2,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
House,DAKA KUN REALTY: Villa for Sale in Siem Reap city-Sala Kamreuk,"$450,000","Sala Kamraeuk, Siem Reap, Siem Reap",NaN,6,10,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Villa,DAKA KUN REALTY: Villa for Sale in Siem Reap city-Svay Dangkum,"$160,000","Svay Dankum, Siem Reap, Siem Reap",NaN,2,3,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale,Price Negotiable
Shophouse,House for sale at Northbright street,"$165,000","Tuek Thla, Sen Sok, Phnom Penh",NaN,7,7,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Condo,Residence L Olympic One Bedroom Condominium for sale urgent ,"$54,000"," BKK 2, Chamkarmon, Phnom Penh",NaN,1,1,NaN,12,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Twin Villa,Villa for sale at Borey Orkide 2004,"$390,000","Tuek Thla, Sen Sok, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Condo,Best one bedroom for rent at bkk1,"$120,000","BKK 1, Chamkarmon, Phnom Penh",NaN,NaN,NaN,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Land,"580 Sqm Residential Land For Sale - Sambour, Siem Reap","$97,440"," Sangkat Sambuor, Siem Reap, Siem Reap",580m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Shophouse,"320 Sqm Commercial Space For Sale - Svay Dangkum, Siem Reap","$950,000"," Svay Dankum, Siem Reap, Siem Reap",353m²,4,4,NaN,NaN,320m²,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Apartment for Sale - Daun Penh, Phnom Penh","$110,000"," Boeng Reang, Daun Penh, Phnom Penh",70m²,2,2,NaN,2,70m²,NaN,IPS Cambodia,For sale
Condo,J Tower South BKK 1 Condominium For Sale,"$120,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,1,7,NaN,NaN,Century 21 Fuji Realty,For sale,Price Negotiable
Condo,Time Square 2 studio room for sale urgent at Touk Kork,"$50,000"," Boeung Kak 1, Toul Kork, Phnom Penh",NaN,1,1,1,12,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Condo,Best one bedroom for rent at bkk1,"$120,000"," BKK 1, Chamkarmon, Phnom Penh",NaN,1,1,NaN,NaN,NaN,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Land,"601 Sqm Land For Sale - Svay Dangkum, Siem Reap","$138,500"," Svay Dankum, Siem Reap, Siem Reap",601m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"2370 Sqm Land For Sale - Chreav, Siem Reap","$355,500"," Chreav, Siem Reap, Siem Reap",2370m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Shophouse,"4 Bedroom Commercial Shophouse For Sale - Kouk Chak, Siem Reap","$260,000"," Kouk Chak, Siem Reap, Siem Reap",109m²,4,5,NaN,NaN,67m²,NaN,IPS Cambodia,For sale
Condo,"1 Bedroom Condo For Sale - Golden 1, Phnom Penh","$70,000"," BKK 3, Chamkarmon, Phnom Penh",40m²,1,1,NaN,11,40m²,NaN,IPS Cambodia,For sale
Apartment,"1 Bedroom For Sale - PS Crystal, Phnom Penh","$66,000"," Boeung Tumpun, Meanchey, Phnom Penh",NaN,1,2,NaN,11,50m²,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom For Sale - PS Crystal, Phnom Penh","$132,500"," Boeung Tumpun, Meanchey, Phnom Penh",NaN,2,2,NaN,11,88m²,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom Condo For Sale - Chroy Changvar, Phnom Penh","$365,000"," Chroy Changvar, Chroy Changvar, Phnom Penh",127m²,2,2,NaN,13,127m²,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom Condo For Sale - Embassy Central, BKK1, Phnom Penh","$320,000"," BKK 1, Chamkarmon, Phnom Penh",75m²,2,1,NaN,14,75m²,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Apartment For Sale - The Peninsula, Phnom Penh","$380,000"," Chroy Changvar, Chroy Changvar, Phnom Penh",89m²,2,2,NaN,21,NaN,NaN,IPS Cambodia,For sale
Condo,De Castle Royal Two bedroom for sale with below market price,"$240,000"," BKK 1, Chamkarmon, Phnom Penh",NaN,2,2,1,10,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Condo,Residence L Olympic for sale very urgent ,"$54,000"," BKK 2, Chamkarmon, Phnom Penh",NaN,1,1,1,13,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Condo,2 Bedroom Condominium for Sale at L BTK2,"$95,000"," Boeung Trabek, Chamkarmon, Phnom Penh",NaN,1,1,1,20,NaN,NaN,Century 21 Fuji Realty,For sale
Condo,"2 Bedroom Condo For Sale - Chroy Changvar, Phnom Penh","$291,006"," Chroy Changvar, Chroy Changvar, Phnom Penh",NaN,2,2,NaN,6,86m²,NaN,IPS Cambodia,For sale
Condo,Studio room for sale in Koh Pich Area,"$165,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,1,25,NaN,NaN,Century 21 Fuji Realty,For sale
Condo,Studio room condo for sale urgent at Penthouse ,"$165,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,1,14,NaN,NaN,Century 21 Fuji Realty,For sale,Price Negotiable
Serviced Apartment,"2 Bedroom Serviced Apartment For Rent - Daun Penh, Phnom Penh",$950," Phsar Thmei I, Daun Penh, Phnom Penh",85m²,2,2,NaN,7,85m²,NaN,IPS Cambodia,For sale
Villa,Villa boutique Sell $8000400 Chamkarmon bkk1 708m2 23Rooms +3 small rooms,"$8,000,400","BKK 1, Chamkarmon, Phnom Penh",NaN,25,26,5,4,708m²,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Condo,DABEST PROPERTIES: Large 3 Bedroom Condo for Sale in Siem Reap- Svay Dangkum,"$115,000","Svay Dankum, Siem Reap, Siem Reap",NaN,3,2,1,3,107m²,E,"DaBest Properties Cambodia Co., Ltd",For sale,Urgent Sale
Condo,Studio room for sale in Toul Kork Area,"$50,000"," Boeung Kak 2, Toul Kork, Phnom Penh",NaN,1,1,1,12,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Condo,Condo one bedroom for sale at BKK3 Area,"$78,000"," BKK 3, Chamkarmon, Phnom Penh",NaN,1,1,1,14,NaN,NaN,Century 21 Fuji Realty,For sale
Condo,Residence L Olympic One Bedroom Condominium for sale urgent ,"$54,000"," BKK 2, Chamkarmon, Phnom Penh",NaN,1,1,NaN,13,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Condo,Residence L Beoung Trabek for Sale ,"$35,000"," Boeung Trabek, Chamkarmon, Phnom Penh",NaN,1,1,NaN,6,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Condo,Studio room for sale in Toul Kork Area,"$60,000"," Boeung Kak 1, Toul Kork, Phnom Penh",NaN,1,1,1,12,NaN,NaN,Century 21 Fuji Realty,For sale,Price Negotiable
Condo,J Tower condominium for sale at Tonle Bassas Area ,"$120,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,1,7,NaN,NaN,Century 21 Fuji Realty,For sale,Price Negotiable
Condo,De Castle Royal Two bedroom for sale with below market price,"$240,000"," BKK 1, Chamkarmon, Phnom Penh",NaN,2,2,1,10,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
Condo,Special Unit For Sale with Beautiful Garden 🪴 in front of Balcony ,"$130,000"," Kakap, Por Sen Chey, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,Century 21 Fuji Realty,For sale
Condo,Embassy Residence Condominium for sale Urgent,"$100,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,1,1,1,11,NaN,NaN,Century 21 Fuji Realty,For sale
Condo,The Penthouse for sale urgent,"$290,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,2,1,1,NaN,NaN,NaN,Century 21 Fuji Realty,For sale,Price Negotiable
Condo,Residence L Olympic One Bedroom Condominium for sale urgent ,"$54,000"," BKK 2, Chamkarmon, Phnom Penh",NaN,1,1,NaN,12,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
